seed,split,MAE,RMSE,R2,NSE,KGE,sMAPE
42,validation,5.983543546128858,11.28745807329117,0.9033141564834941,0.9033141564834941,0.8400041715429831,13.5828758177214
42,test,7.687323056226397,15.515753557252916,0.9261033869621987,0.9261033869621987,0.9105810668782237,14.919260448843556
123,validation,5.1661234345947955,9.141786241701105,0.9365790541854578,0.9365790541854578,0.9579555323821014,13.567906959790593
123,test,7.345102870176067,15.634753250411421,0.9249655245636706,0.9249655245636706,0.8767961790587046,15.662756987140531
777,validation,5.152388416757241,9.418182878451463,0.9326860883387019,0.9326860883387019,0.9457021563286199,13.369103061328957
777,test,6.589823871212041,13.711162472040526,0.9422931535354953,0.9422931535354953,0.9051381237275404,14.761769026416166
