analysis_start_date,analysis_end_date,streamflow_start_date,streamflow_peak_date,streamflow_peak_m3s,days_from_streamflow_start_to_peak,event_count,average_event_duration_days,average_inter_event_gap_days,median_inter_event_gap_days,average_days_between_event_starts,median_days_between_event_starts,event_recurrence_every_n_days,event_frequency_per_year,average_peak_streamflow_m3s,peak_flow_date,peak_flow_streamflow_m3s,first_event_start_date,last_event_end_date,event_threshold_streamflow_m3s,event_quantile,min_duration_days,suggested_lstm_lookback_days,selected_lstm_lookback_days,selected_lstm_lookback_source
1980-01-01,2018-12-31,1980-01-01,2017-06-06,467.325,13671,299,4.7659,42.755,19.0,47.5336,25.0,47.5336,7.7093,138.2394,2017-06-06,467.325,1980-02-19,2018-12-01,86.3396,0.9,1,48,48,auto_event_recurrence
