number,state,objective,hidden_size,num_layers,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss
0,TrialState.COMPLETE,0.02509923093020916,160,3,0.36599697090570255,0.0007661100707771367,32,5.353146532747868,9.784169424871337,0.9170390782157563,0.9170390782157563,0.8572472356587951,13.074646594800624,8.996000000000002,0.9401950234590379,1.1374165002661942,84.0,0.02509923093020916
1,TrialState.COMPLETE,0.027844518423080444,288,2,0.35403628889802274,0.00010725209743172001,32,6.259566912769402,11.933086690244487,0.8765954333407132,0.8765954333407132,0.7576982470765574,13.655026579136454,8.996000000000002,0.9342780673532824,0.7105808961086418,84.0,0.027844518423080444
2,TrialState.COMPLETE,0.028731659054756165,96,1,0.15212112147976886,0.0005958389350068958,128,6.343214062384446,11.585761012588785,0.883674541887138,0.883674541887138,0.7665253196200442,15.434168305076831,8.996000000000002,0.9316706928991536,1.6864833126296939,84.0,0.028731659054756165
3,TrialState.COMPLETE,0.0244001355022192,96,1,0.18318092164684585,0.000471705203762518,32,5.291471097935725,9.786166963434042,0.9170052001112912,0.9170052001112912,0.844401949572783,12.395203068283037,8.996000000000002,0.9419292510636275,0.4531796460097428,84.0,0.0244001355022192
4,TrialState.COMPLETE,0.027851775288581848,224,1,0.3037724259507192,0.0001786013788939711,128,6.283944056065414,12.060523988459954,0.8739456046188081,0.8739456046188081,0.7834502214064082,14.157037137874868,8.996000000000002,0.9342778820351434,1.015193749850908,84.0,0.027851775288581848
5,TrialState.COMPLETE,0.025167185813188553,288,1,0.048836057003191935,0.0010249322216924156,128,5.379563027771721,9.945823145413835,0.914275076767275,0.914275076767275,0.8320653257333277,12.875914556143151,8.996000000000002,0.9396523740851713,0.7177267837566534,84.0,0.025167185813188553
6,TrialState.COMPLETE,0.02446817047894001,64,3,0.12938999080000846,0.0009519754482692679,128,5.160557415910011,9.638288728800216,0.9194945088017764,0.9194945088017764,0.8884720012019409,12.872990542815524,8.996000000000002,0.9417559934246261,0.7870174703162814,84.0,0.02446817047894001
7,TrialState.COMPLETE,0.024507153779268265,96,3,0.3875664116805573,0.002442046084491142,128,5.150704882176252,9.363106109454254,0.9240259059046594,0.9240259059046594,0.9200148742678058,12.523821506315311,8.996000000000002,0.9411892427048127,0.5686616337974456,84.0,0.024507153779268265
8,TrialState.COMPLETE,0.02851625718176365,64,1,0.022613644455269033,0.0003023795012558478,128,6.191333289261283,11.742527421341,0.8805052552034558,0.8805052552034558,0.7926262500490456,13.698668107974632,8.996000000000002,0.9326022180549969,0.5167042956859482,84.0,0.02851625718176365
9,TrialState.COMPLETE,0.031355153769254684,160,1,0.27134804157912423,0.00016149614799999194,128,6.895053176754582,13.139701777990378,0.8503775861302019,0.8503775861302019,0.7441163516648008,15.097324089835476,8.996000000000002,0.9262315542987282,1.062385659181399,84.0,0.031355153769254684
10,TrialState.COMPLETE,0.024564476683735847,224,2,0.4847685553939328,0.0003253425182484388,64,5.344339455270419,9.72237398898346,0.9180837078904274,0.9180837078904274,0.8725322251764288,13.06380913849182,8.996000000000002,0.9415010231894041,1.0303137183620779,84.0,0.024564476683735847
11,TrialState.COMPLETE,0.026283347979187965,64,2,0.1626799989856424,0.0014371958988028354,32,5.681807756712837,10.951029722164295,0.8960712855312957,0.8960712855312957,0.7839718984091745,13.147715992226692,8.996000000000002,0.9375819799890054,0.8485102825571684,84.0,0.026283347979187965
12,TrialState.COMPLETE,0.024530872702598572,128,3,0.1558089490790848,0.00041061852458989796,64,5.454958471413076,10.204200164392011,0.9097632223686576,0.9097632223686576,0.8257591137677205,12.77982156019282,8.996000000000002,0.9418275057698525,0.8290862198981538,84.0,0.024530872702598572
13,TrialState.COMPLETE,0.030860761180520058,64,3,0.10304670488436661,0.001640133239971726,32,6.522323926963945,12.451288390040832,0.8656448790352999,0.8656448790352999,0.7250696352022192,14.168478196104076,8.996000000000002,0.9270655726324837,0.6142704215719847,84.0,0.030860761180520058
