number,state,objective,lookback_days,hidden_size,attention_head_size,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss,use_static_features
0,TrialState.COMPLETE,10.393632888793945,60,64,4,0.06370173320348284,0.00018559980846490597,128,10.393632888793945,17.90287971496582,0.6595940589904785,0.6595940589904785,0.6463357277059264,35.37726593017578,8.88,0.6627212762832642,4.022125720977783,208.0,10.393632888793945,False
