number,state,objective,lookback_days,hidden_size,num_layers,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss
0,TrialState.COMPLETE,0.0374252125620842,60,96,1,0.4330880728874676,0.0007725378389307352,128,5.945048476095521,11.271842768316661,0.8653291126205447,0.8653291126205447,0.8874350276516292,16.789414561203703,8.753,0.9157395566982232,2.4777109421870684,202.0,0.0374252125620842
