number,state,objective,hidden_size,attention_head_size,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss,use_static_features,static_categoricals,static_reals
0,TrialState.COMPLETE,7.559539794921875,32,8,0.18033450352296262,0.0011114989443094978,64,7.559539318084717,13.521601676940918,0.8422072529792786,0.8422072529792786,0.9187733088147676,18.145105361938477,8.996,0.8979211449623108,1.5701016187667847,588.0,7.559539794921875,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
1,TrialState.COMPLETE,8.052620887756348,96,8,0.04184815819561255,0.00027010527749605503,128,8.052619934082031,13.839406967163086,0.834702730178833,0.834702730178833,0.8561483423779537,19.701581954956055,8.996,0.8893815875053406,2.3265771865844727,588.0,8.052620887756348,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
2,TrialState.COMPLETE,7.773110389709473,64,8,0.2896896099223678,0.0015635108708133452,128,7.773110389709473,13.851083755493164,0.8344236612319946,0.8344236612319946,0.8730564992718091,19.622610092163086,8.996,0.8861480951309204,1.8549946546554565,588.0,7.773110389709473,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
3,TrialState.COMPLETE,7.921360015869141,64,1,0.15602040635334324,0.000642033033629786,64,7.921360015869141,14.328107833862305,0.8228225708007812,0.8228225708007812,0.8095949743811701,19.045379638671875,8.996,0.886498212814331,1.0756570100784302,588.0,7.921360015869141,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
4,TrialState.COMPLETE,7.850491046905518,16,8,0.1166031869068446,0.0002516607127550297,32,7.850490570068359,13.52393913269043,0.8421527147293091,0.8421527147293091,0.8934764247987168,19.455686569213867,8.996,0.8893146514892578,2.1308348178863525,588.0,7.850491046905518,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
5,TrialState.COMPLETE,7.764565944671631,64,1,0.24463842853645024,0.0011069143219393448,64,7.764566898345947,14.072134017944336,0.8290966153144836,0.8290966153144836,0.7975193582728389,18.373531341552734,8.996,0.8917433023452759,0.8389079570770264,588.0,7.764565944671631,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
6,TrialState.COMPLETE,8.159079551696777,64,1,0.21888185350141923,0.000874479618932312,32,8.159080505371094,14.267206192016602,0.8243255615234375,0.8243255615234375,0.8921640441807785,19.90583038330078,8.996,0.8878869414329529,1.554033637046814,588.0,8.159079551696777,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
7,TrialState.COMPLETE,8.169560432434082,96,2,0.032367428097991334,0.00011128194768838959,32,8.169562339782715,14.120776176452637,0.8279130458831787,0.8279130458831787,0.8146035137004186,20.746431350708008,8.996,0.8755990862846375,1.8330955505371094,588.0,8.169560432434082,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
8,TrialState.COMPLETE,8.089829444885254,16,4,0.2789092957027719,0.0015620386984526499,64,8.089828491210938,14.015375137329102,0.830472469329834,0.830472469329834,0.8715001340660438,19.422664642333984,8.996,0.8876070976257324,1.4622437953948975,588.0,8.089829444885254,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
9,TrialState.COMPLETE,7.931924819946289,32,1,0.1281323365878769,0.0016155001304356408,32,7.9319257736206055,13.998072624206543,0.8308908343315125,0.8308908343315125,0.8015626564962689,18.897136688232422,8.996,0.8942164778709412,0.9809508323669434,588.0,7.931924819946289,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
