number,state,objective,hidden_size,num_layers,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss
0,TrialState.COMPLETE,0.40299031138420105,160,3,0.36599697090570255,0.0007661100707771367,32,21.946382606328843,37.38190726793754,-0.21101229284795653,-0.21101229284795653,-0.1507879509653307,57.37189381851591,8.996000000000002,-0.19480207792840076,7.826570024197822,84.0,0.40299031138420105
1,TrialState.COMPLETE,0.37089821696281433,288,2,0.35403628889802274,0.00010725209743172001,32,21.208448623291766,36.469792781447474,-0.152636137291561,-0.152636137291561,-0.10905724825849394,54.98386527415743,8.996000000000002,-0.11266875429199974,6.1370883705651345,84.0,0.37089821696281433
2,TrialState.COMPLETE,0.4109991788864136,96,1,0.15212112147976886,0.0005958389350068958,128,22.828878529231915,38.06078246631092,-0.25539693742473957,-0.25539693742473957,-0.1624074608641659,59.656923198714765,8.996000000000002,-0.19022750268458455,7.792210299752728,84.0,0.4109991788864136
3,TrialState.COMPLETE,0.5091959834098816,96,1,0.18318092164684585,0.000471705203762518,32,24.512636251105008,39.88656140125042,-0.37872876095786223,-0.37872876095786223,-0.35375611141741037,66.37483763985222,8.996000000000002,-0.5620724167832953,21.29162080529427,84.0,0.5091959834098816
4,TrialState.COMPLETE,0.32674455642700195,224,1,0.3037724259507192,0.0001786013788939711,128,20.75457023994418,35.36068830642075,-0.08359516914673137,-0.08359516914673137,-0.08859509571562318,53.094315193938634,8.996000000000002,0.10126724057633962,7.516038364719944,84.0,0.32674455642700195
5,TrialState.COMPLETE,0.4561542570590973,288,1,0.048836057003191935,0.0010249322216924156,128,23.375752973267634,39.13336815299092,-0.3271502623135394,-0.3271502623135394,-0.2974021003741494,62.52621121043792,8.996000000000002,-0.34556393917971917,7.1494381361189605,84.0,0.4561542570590973
6,TrialState.COMPLETE,0.351121723651886,64,3,0.12938999080000846,0.0009519754482692679,128,21.23675374540621,35.81761908912075,-0.11178053738187921,-0.11178053738187921,-0.09103514256726886,55.06693252823742,8.996000000000002,0.036826301876239254,9.813022860395352,84.0,0.351121723651886
7,TrialState.COMPLETE,0.4349942207336426,96,3,0.3875664116805573,0.002442046084491142,128,22.93905078600097,37.53523363216288,-0.2209668896081387,-0.2209668896081387,-0.1439663213986475,61.09493882379732,8.996000000000002,-0.2574572975103533,20.788369227307452,84.0,0.4349942207336426
8,TrialState.COMPLETE,0.35515302419662476,64,1,0.022613644455269033,0.0003023795012558478,128,21.615040725213767,36.21159704629619,-0.13637323968036252,-0.13637323968036252,-0.07524306453903273,55.62614419766984,8.996000000000002,0.02762742665193496,8.766392411896957,84.0,0.35515302419662476
9,TrialState.COMPLETE,0.33061301708221436,160,1,0.27134804157912423,0.00016149614799999194,128,20.783363361080195,35.73503034858436,-0.10665933188902854,-0.10665933188902854,-0.06976128928183822,52.43497965233315,8.996000000000002,0.07880360981946544,6.895954171965912,84.0,0.33061301708221436
