number,state,objective,hidden_size,attention_head_size,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss,use_static_features,static_categoricals,static_reals
0,TrialState.COMPLETE,9.800260543823242,32,8,0.18033450352296262,0.0011114989443094978,64,9.80025863647461,16.33399200439453,0.7739238739013672,0.7739238739013672,0.8312205988052863,24.93628692626953,8.996,0.8404908180236816,3.863024950027466,2520.0,9.800260543823242,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
1,TrialState.COMPLETE,9.929351806640625,96,8,0.04184815819561255,0.00027010527749605503,128,9.929350852966309,17.01988983154297,0.7545384168624878,0.7545384168624878,0.7837721438028966,25.10016632080078,8.996,0.8201359510421753,2.1313843727111816,2520.0,9.929351806640625,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
2,TrialState.COMPLETE,9.048641204833984,64,8,0.2896896099223678,0.0015635108708133452,128,9.048641204833984,15.376945495605469,0.799640417098999,0.799640417098999,0.8967353889150175,22.125244140625,8.996,0.8673068881034851,2.3617238998413086,2520.0,9.048641204833984,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
3,TrialState.COMPLETE,10.336024284362793,64,1,0.15602040635334324,0.000642033033629786,64,10.336024284362793,17.2000675201416,0.7493138909339905,0.7493138909339905,0.858211601158049,25.292015075683594,8.996,0.8274933695793152,1.7992758750915527,2520.0,10.336024284362793,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
4,TrialState.COMPLETE,10.862332344055176,16,8,0.1166031869068446,0.0002516607127550297,32,10.862333297729492,17.575740814208984,0.7382436394691467,0.7382436394691467,0.8488921317607261,25.902441024780273,8.996,0.8175650835037231,3.4362268447875977,2520.0,10.862332344055176,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
5,TrialState.COMPLETE,9.449204444885254,64,1,0.24463842853645024,0.0011069143219393448,64,9.449204444885254,16.52725601196289,0.7685423493385315,0.7685423493385315,0.8085598967196908,22.502870559692383,8.996,0.8579552173614502,1.9903837442398071,2520.0,9.449204444885254,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
6,TrialState.COMPLETE,9.74153995513916,64,1,0.21888185350141923,0.000874479618932312,32,9.741541862487793,15.745238304138184,0.7899278402328491,0.7899278402328491,0.8910315133267088,24.72454261779785,8.996,0.8391042947769165,2.1895182132720947,2520.0,9.74153995513916,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
7,TrialState.COMPLETE,9.218537330627441,96,2,0.032367428097991334,0.00011128194768838959,32,9.218536376953125,15.656461715698242,0.7922900915145874,0.7922900915145874,0.7783179742082924,22.653051376342773,8.996,0.8632674813270569,2.218681573867798,2520.0,9.218537330627441,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
8,TrialState.COMPLETE,9.066789627075195,16,4,0.2789092957027719,0.0015620386984526499,64,9.066789627075195,15.44124698638916,0.7979612350463867,0.7979612350463867,0.8859055568206696,22.747854232788086,8.996,0.8578369617462158,2.37640118598938,2520.0,9.066789627075195,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
9,TrialState.COMPLETE,9.60745906829834,32,1,0.1281323365878769,0.0016155001304356408,32,9.607460021972656,16.812623977661133,0.7604804635047913,0.7604804635047913,0.8746766140820784,22.62044906616211,8.996,0.8607984781265259,1.989023208618164,2520.0,9.60745906829834,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
