number,state,objective,hidden_size,attention_head_size,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss,use_static_features,static_categoricals,static_reals
0,TrialState.COMPLETE,8.240863800048828,32,8,0.18033450352296262,0.0011114989443094978,64,8.240862846374512,14.56049919128418,0.8181881308555603,0.8181881308555603,0.8856120360398777,19.959640502929688,8.996,0.8817498087882996,1.9135440587997437,1260.0,8.240863800048828,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
1,TrialState.COMPLETE,9.389971733093262,96,8,0.04184815819561255,0.00027010527749605503,128,9.389972686767578,15.39706802368164,0.7966960668563843,0.7966960668563843,0.7674383313624924,24.599010467529297,8.996,0.8373095989227295,3.4414618015289307,1260.0,9.389971733093262,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
2,TrialState.COMPLETE,8.724283218383789,64,8,0.2896896099223678,0.0015635108708133452,128,8.724282264709473,14.991769790649414,0.8072583675384521,0.8072583675384521,0.8306204575042035,21.193504333496094,8.996,0.8761812448501587,2.151390552520752,1260.0,8.724283218383789,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
3,TrialState.COMPLETE,9.0894136428833,64,1,0.15602040635334324,0.000642033033629786,64,9.0894136428833,16.59394073486328,0.7638604640960693,0.7638604640960693,0.7991673330838774,20.95939826965332,8.996,0.8675777912139893,1.476574420928955,1260.0,9.0894136428833,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
4,TrialState.COMPLETE,9.048534393310547,16,8,0.1166031869068446,0.0002516607127550297,32,9.048534393310547,14.757611274719238,0.8132323026657104,0.8132323026657104,0.9005604496246125,22.952312469482422,8.996,0.8555125594139099,2.6864044666290283,1260.0,9.048534393310547,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
5,TrialState.COMPLETE,8.65319538116455,64,1,0.24463842853645024,0.0011069143219393448,64,8.653194427490234,15.055233001708984,0.8056231141090393,0.8056231141090393,0.8583676248440539,20.539491653442383,8.996,0.8817380666732788,1.6352529525756836,1260.0,8.65319538116455,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
6,TrialState.COMPLETE,9.076738357543945,64,1,0.21888185350141923,0.000874479618932312,32,9.076740264892578,15.437610626220703,0.7956240177154541,0.7956240177154541,0.8376882643886533,22.463043212890625,8.996,0.857500433921814,2.218052387237549,1260.0,9.076738357543945,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
7,TrialState.COMPLETE,8.902331352233887,96,2,0.032367428097991334,0.00011128194768838959,32,8.902331352233887,15.34486198425293,0.7980723977088928,0.7980723977088928,0.7771248985464956,21.451377868652344,8.996,0.8732753992080688,2.2915735244750977,1260.0,8.902331352233887,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
8,TrialState.COMPLETE,8.51148509979248,16,4,0.2789092957027719,0.0015620386984526499,64,8.51148509979248,14.45203971862793,0.8208866119384766,0.8208866119384766,0.8610652777707144,20.905797958374023,8.996,0.8773780465126038,1.7576022148132324,1260.0,8.51148509979248,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
9,TrialState.COMPLETE,8.909908294677734,32,1,0.1281323365878769,0.0016155001304356408,32,8.909908294677734,15.881689071655273,0.783696711063385,0.783696711063385,0.8384380348649121,21.463090896606445,8.996,0.867028534412384,1.5539695024490356,1260.0,8.909908294677734,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
