number,state,objective,hidden_size,attention_head_size,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss,use_static_features,static_categoricals,static_reals
0,TrialState.COMPLETE,9.404773712158203,32,8,0.18033450352296262,0.0011114989443094978,64,9.404772758483887,16.901622772216797,0.8475093841552734,0.8475093841552734,0.8398319978480773,19.51470184326172,7.999,0.8989547491073608,1.4798908233642578,133.0,9.404773712158203,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
1,TrialState.COMPLETE,10.071211814880371,96,8,0.04184815819561255,0.00027010527749605503,128,10.071212768554688,17.091751098632812,0.8440593481063843,0.8440593481063843,0.8941296777707552,21.461957931518555,7.999,0.887843906879425,0.8699058294296265,133.0,10.071211814880371,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
2,TrialState.COMPLETE,9.752643585205078,64,8,0.2896896099223678,0.0015635108708133452,128,9.752643585205078,17.267709732055664,0.840831995010376,0.840831995010376,0.7719401801736938,20.175655364990234,7.999,0.8983122110366821,1.9172483682632446,133.0,9.752643585205078,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
3,TrialState.COMPLETE,10.518840789794922,64,1,0.15602040635334324,0.000642033033629786,64,10.518840789794922,17.610851287841797,0.834443211555481,0.834443211555481,0.8103184177168056,24.284072875976562,7.999,0.8720990419387817,3.8739681243896484,133.0,10.518840789794922,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
4,TrialState.COMPLETE,8.888294219970703,16,8,0.1166031869068446,0.0002516607127550297,32,8.88829517364502,16.156330108642578,0.8606613278388977,0.8606613278388977,0.8891812278044491,18.161745071411133,7.999,0.9068154692649841,0.8414872288703918,133.0,8.888294219970703,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
5,TrialState.COMPLETE,9.748574256896973,64,1,0.24463842853645024,0.0011069143219393448,64,9.748576164245605,17.74222755432129,0.8319638967514038,0.8319638967514038,0.7950827984228863,19.747426986694336,7.999,0.8906272053718567,1.3530954122543335,133.0,9.748574256896973,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
6,TrialState.COMPLETE,11.066651344299316,64,1,0.21888185350141923,0.000874479618932312,32,11.066652297973633,19.540128707885742,0.7961826324462891,0.7961826324462891,0.7503985678263174,22.053956985473633,7.999,0.870536208152771,0.9480995535850525,133.0,11.066651344299316,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
7,TrialState.COMPLETE,10.378599166870117,96,2,0.032367428097991334,0.00011128194768838959,32,10.378599166870117,18.766159057617188,0.8120089769363403,0.8120089769363403,0.7996463337967368,20.716184616088867,7.999,0.8850831389427185,0.9428623914718628,133.0,10.378599166870117,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
8,TrialState.COMPLETE,9.959216117858887,16,4,0.2789092957027719,0.0015620386984526499,64,9.959216117858887,17.735374450683594,0.8320937156677246,0.8320937156677246,0.8360091446211022,20.842470169067383,7.999,0.890653669834137,2.3802037239074707,133.0,9.959216117858887,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
9,TrialState.COMPLETE,9.82419490814209,32,1,0.1281323365878769,0.0016155001304356408,32,9.82419490814209,17.55129623413086,0.8355610370635986,0.8355610370635986,0.8316623190199756,20.161762237548828,7.999,0.8969058394432068,2.0553171634674072,133.0,9.82419490814209,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
