number,state,objective,hidden_size,attention_head_size,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss,use_static_features,static_categoricals,static_reals
0,TrialState.COMPLETE,11.124578475952148,32,8,0.18033450352296262,0.0011114989443094978,64,11.124579429626465,18.72810935974121,0.8174666166305542,0.8174666166305542,0.802653538411221,23.775426864624023,7.999,0.869411289691925,1.7592133283615112,570.0,11.124578475952148,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
1,TrialState.COMPLETE,14.439427375793457,96,8,0.04184815819561255,0.00027010527749605503,128,14.439430236816406,23.829421997070312,0.7044837474822998,0.7044837474822998,0.635905163171548,30.415454864501953,7.999,0.7876811027526855,0.8736921548843384,570.0,14.439427375793457,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
2,TrialState.COMPLETE,12.694890975952148,64,8,0.2896896099223678,0.0015635108708133452,128,12.694891929626465,21.74781608581543,0.7538580298423767,0.7538580298423767,0.7006884939891536,26.569917678833008,7.999,0.836654782295227,2.078890085220337,570.0,12.694890975952148,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
3,TrialState.COMPLETE,12.76014232635498,64,1,0.15602040635334324,0.000642033033629786,64,12.760141372680664,21.21118927001953,0.7658551931381226,0.7658551931381226,0.7403702548089481,26.018936157226562,7.999,0.8474493622779846,2.360585927963257,570.0,12.76014232635498,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
4,TrialState.COMPLETE,10.13081169128418,16,8,0.1166031869068446,0.0002516607127550297,32,10.130810737609863,18.09084701538086,0.829677402973175,0.829677402973175,0.7896151624344994,22.023208618164062,7.999,0.879543662071228,1.7553644180297852,570.0,10.13081169128418,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
5,TrialState.COMPLETE,12.050228118896484,64,1,0.24463842853645024,0.0011069143219393448,64,12.050228118896484,20.503807067871094,0.7812120318412781,0.7812120318412781,0.746373829021787,25.319961547851562,7.999,0.8522133827209473,1.6098768711090088,570.0,12.050228118896484,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
6,TrialState.COMPLETE,13.286258697509766,64,1,0.21888185350141923,0.000874479618932312,32,13.28625774383545,22.77200698852539,0.7301285266876221,0.7301285266876221,0.7140262172522645,26.680919647216797,7.999,0.8238328695297241,1.818774700164795,570.0,13.286258697509766,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
7,TrialState.COMPLETE,12.140789031982422,96,2,0.032367428097991334,0.00011128194768838959,32,12.140789985656738,20.970949172973633,0.7711291313171387,0.7711291313171387,0.7693362404745459,23.782358169555664,7.999,0.865159273147583,1.6456595659255981,570.0,12.140789031982422,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
8,TrialState.COMPLETE,12.66601276397705,16,4,0.2789092957027719,0.0015620386984526499,64,12.66601276397705,21.266780853271484,0.7646262645721436,0.7646262645721436,0.8264756594055793,26.031700134277344,7.999,0.8370590806007385,1.589215636253357,570.0,12.66601276397705,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
9,TrialState.COMPLETE,12.047294616699219,32,1,0.1281323365878769,0.0016155001304356408,32,12.047292709350586,20.92075538635254,0.7722233533859253,0.7722233533859253,0.7821057095986058,24.111675262451172,7.999,0.8558951616287231,1.2869083881378174,570.0,12.047294616699219,True,[],"['static_climate_aridity', 'static_climate_p_seasonality', 'static_geology_geol_permeability', 'static_human_intervention_regulation_degree', 'static_soil_bedrock_depth', 'static_topography_elev_mean', 'static_topography_slope_mean', 'static_topography_area']"
