number,state,objective,hidden_size,num_layers,dropout,learning_rate,batch_size,MAE,RMSE,R2,NSE,KGE,sMAPE,Q90_reference,LogNSE,RMSE_dry,n_dry_samples,val_loss
0,TrialState.COMPLETE,0.47623756527900696,160,3,0.36599697090570255,0.0007661100707771367,32,23.73831831031298,39.435793986853184,-0.34774217313085476,-0.34774217313085476,-0.2865170407218096,64.03893543137566,8.996000000000002,-0.40219614496485634,8.381343562094651,84.0,0.47623756527900696
1,TrialState.COMPLETE,0.35980352759361267,288,2,0.35403628889802274,0.00010725209743172001,32,21.107064137138593,36.21609940644737,-0.1366558386309389,-0.1366558386309389,-0.10523287192454833,54.649335596954174,8.996000000000002,-0.04937362122744848,7.172635791117963,84.0,0.35980352759361267
2,TrialState.COMPLETE,0.38824114203453064,96,1,0.15212112147976886,0.0005958389350068958,128,22.63018134103552,36.820351921317155,-0.1749016404495427,-0.1749016404495427,-0.04795693321294392,57.82592168741575,8.996000000000002,-0.09612994252652429,15.122984987983285,84.0,0.38824114203453064
3,TrialState.COMPLETE,0.46281200647354126,96,1,0.18318092164684585,0.000471705203762518,32,24.029214585199842,39.672095008644085,-0.3639420246889282,-0.3639420246889282,-0.31717253335824047,61.69030221293893,8.996000000000002,-0.39850298420549235,25.96469880886541,84.0,0.46281200647354126
4,TrialState.COMPLETE,0.3245999813079834,224,1,0.3037724259507192,0.0001786013788939711,128,20.644041334736954,35.25348223152319,-0.0770346697829043,-0.0770346697829043,-0.0750847339788776,52.875630971683506,8.996000000000002,0.11116388143422662,7.651772444725746,84.0,0.3245999813079834
5,TrialState.COMPLETE,0.41136232018470764,288,1,0.048836057003191935,0.0010249322216924156,128,22.509341552233177,38.06985691888773,-0.2559956323164714,-0.2559956323164714,-0.20769109423505783,58.876660769934915,8.996000000000002,-0.19503307321239327,6.4021693686179875,84.0,0.41136232018470764
6,TrialState.COMPLETE,0.39476248621940613,64,3,0.12938999080000846,0.0009519754482692679,128,22.38914200917126,36.89276936806187,-0.17952772589290822,-0.17952772589290822,-0.13296316492484506,58.86326107549122,8.996000000000002,-0.09300825247543765,12.177427645709997,84.0,0.39476248621940613
7,TrialState.COMPLETE,0.45712810754776,96,3,0.3875664116805573,0.002442046084491142,128,23.19676967843606,38.35898185010843,-0.2751456175581901,-0.2751456175581901,-0.17857458279072524,62.359434524173416,8.996000000000002,-0.35772068203820995,5.3237186439397135,84.0,0.45712810754776
8,TrialState.COMPLETE,0.3538380563259125,64,1,0.022613644455269033,0.0003023795012558478,128,21.543363311725816,36.175962061001606,-0.13413778352427008,-0.13413778352427008,-0.06570162047087202,55.30192143629933,8.996000000000002,0.027214847064698122,8.276389623997424,84.0,0.3538380563259125
9,TrialState.COMPLETE,0.3241077959537506,160,1,0.27134804157912423,0.00016149614799999194,128,20.60757798680772,35.36264208158687,-0.0837149156743493,-0.0837149156743493,-0.08234634700575238,52.74677431026509,8.996000000000002,0.11297526384909651,7.803398634789055,84.0,0.3241077959537506
10,TrialState.COMPLETE,0.3272441327571869,192,2,0.4847685553939329,0.0001062996582408466,64,20.54297237190539,34.94248596383631,-0.05811589594282651,-0.05811589594282651,-0.05133780225319162,53.109627258971535,8.996000000000002,0.09069751054059572,8.044983793729248,84.0,0.3272441327571869
11,TrialState.COMPLETE,0.35598286986351013,224,2,0.25593379523988913,0.00020313025191944355,64,21.390280206638533,36.452105326815555,-0.15151837631484733,-0.15151837631484733,-0.10624079544239406,54.53703514128592,8.996000000000002,-0.016923666990771302,6.788148051749069,84.0,0.35598286986351013
12,TrialState.COMPLETE,0.3494337797164917,224,1,0.269435421640578,0.0002200350195723002,128,21.39852179454887,36.11144761681608,-0.13009625858835494,-0.13009625858835494,-0.06107964466621785,54.50842134553435,8.996000000000002,0.027159287169602697,7.398644467609532,84.0,0.3494337797164917
13,TrialState.COMPLETE,0.33119603991508484,160,1,0.29584181796502984,0.00017258562629785535,128,21.263295725683225,36.02593008054425,-0.12475010819810683,-0.12475010819810683,-0.022662639096497683,53.150123841902044,8.996000000000002,0.09141160121929792,7.600290840701915,84.0,0.33119603991508484
14,TrialState.COMPLETE,0.423082560300827,256,2,0.45594489115402526,0.0003610811628974879,128,23.098976337575564,39.11202961232008,-0.32570332686140957,-0.32570332686140957,-0.14549852830000076,58.26287451554464,8.996000000000002,-0.2811221171826088,6.663898402288841,84.0,0.423082560300827
15,TrialState.COMPLETE,0.36771929264068604,160,2,0.2148384331283203,0.0001516742096109423,64,20.784387547343318,35.94000239420667,-0.11939108403432708,-0.11939108403432708,-0.05080956311304208,54.00722350489511,8.996000000000002,-0.10908069507306295,4.918944661362201,84.0,0.36771929264068604
16,TrialState.COMPLETE,0.36605823040008545,320,1,0.318347963953445,0.0002871141193726388,128,21.441150696705726,36.76541961001958,-0.17139858218923565,-0.17139858218923565,-0.12407156261267316,54.956165311081875,8.996000000000002,-0.039124685845020046,5.755894207124044,84.0,0.36605823040008545
17,TrialState.COMPLETE,0.4261628985404968,192,1,0.10681884278445877,0.0017080659935001274,128,22.92865882636161,38.644433710864696,-0.2941944563978982,-0.2941944563978982,-0.28930498599684795,60.16691940956902,8.996000000000002,-0.23487719979230626,7.170531893314755,84.0,0.4261628985404968
18,TrialState.COMPLETE,0.37609872221946716,128,1,0.4264342202471388,0.00013917452221623536,32,21.62706255345797,36.9280708974714,-0.18178611175041226,-0.18178611175041226,-0.13677631112683897,55.960390732388966,8.996000000000002,-0.07890514084002898,6.220336241760848,84.0,0.37609872221946716
19,TrialState.COMPLETE,0.3862720727920532,224,2,0.21888348870491614,0.0002319244614145839,64,22.124957777099887,37.56531864437335,-0.22292491790066582,-0.22292491790066582,-0.1370527575869538,56.042943697800965,8.996000000000002,-0.1308172969187844,5.546871861609884,84.0,0.3862720727920532
20,TrialState.COMPLETE,0.381328821182251,192,2,0.3276551058859285,0.0004157239336652284,128,21.949938036521857,37.34370979868357,-0.208538691322663,-0.208538691322663,-0.16921461300685592,56.896181989142,8.996000000000002,-0.08063566452818649,7.648724063281286,84.0,0.381328821182251
21,TrialState.COMPLETE,0.3425012230873108,192,2,0.4954673268745748,0.00010149998369885937,64,20.786771458068902,35.37754002171579,-0.08462822530686775,-0.08462822530686775,-0.055329574250037705,53.89490134031395,8.996000000000002,0.04077496898979105,7.953707494497542,84.0,0.3425012230873108
22,TrialState.COMPLETE,0.3659456968307495,256,3,0.41182384646966913,0.00013043985178867168,64,21.005594245451213,36.111663123427824,-0.13010974705023726,-0.13010974705023726,-0.05437506502335121,54.334845629514575,8.996000000000002,-0.06420288232873927,5.246814032747036,84.0,0.3659456968307495
23,TrialState.COMPLETE,0.32342827320098877,128,1,0.2827822148860576,0.0001698170663181766,64,20.60942661474743,35.150224528652366,-0.07073462517303564,-0.07073462517303564,-0.07063766487885004,53.08712384699766,8.996000000000002,0.11901815361254808,8.134267426312086,84.0,0.32342827320098877
24,TrialState.COMPLETE,0.33772364258766174,128,1,0.29105104722538333,0.00026493763437839706,64,20.775695489813813,35.46719332877379,-0.09013249270867973,-0.09013249270867973,-0.06285806038970909,53.717702281306956,8.996000000000002,0.06590584065371252,8.202423876583097,84.0,0.33772364258766174
25,TrialState.COMPLETE,0.3218294680118561,128,1,0.23359926511751594,0.00018949249521599268,64,20.553512371425207,35.048727831411696,-0.06456003437820423,-0.06456003437820423,-0.06451561307033993,52.98433533497175,8.996000000000002,0.12465497453578123,8.464657401363008,84.0,0.3218294680118561
26,TrialState.COMPLETE,0.351261705160141,128,1,0.22043678499733113,0.0003451431203728531,64,21.51108280564747,36.46237332149359,-0.15216719754162256,-0.15216719754162256,-0.09978738637524764,54.84165874915266,8.996000000000002,0.032800914424302,8.44194195626896,84.0,0.351261705160141
27,TrialState.COMPLETE,0.3337876796722412,128,1,0.1680990183761834,0.00014103365904201745,64,20.587782627930608,35.62779315081918,-0.10002735320618705,-0.10002735320618705,-0.06678559443512189,52.112883181120296,8.996000000000002,0.05014226845357961,5.269857243673097,84.0,0.3337876796722412
28,TrialState.COMPLETE,0.354442298412323,160,1,0.08493298660175289,0.00019573326413463419,64,21.372842260409445,36.35537979955027,-0.1454153846617685,-0.1454153846617685,-0.08077785187800046,54.64258038674681,8.996000000000002,0.009006601910475864,7.031452868906747,84.0,0.354442298412323
29,TrialState.COMPLETE,0.3350480794906616,96,1,0.23941963547360423,0.0002444831521089239,32,20.85218083945504,35.137024878111156,-0.06993060930208439,-0.06993060930208439,-0.03173081063645866,53.88701864182749,8.996000000000002,0.0743566056626569,7.901715773985313,84.0,0.3350480794906616
